"paper","da_label","count","percent","mean","median","mode","minimum","maximum","range","variance","standard_deviation","percentile_rank","quartile_rank","boxplot"
"http://orkg.org/orkg/resource/R227533","analysis","true","true","true","false","false","true","false",,,,,,
"http://orkg.org/orkg/resource/R228211","analysis","false","true","true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R229316","analysis","true","true","true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R229375","analysis","true","true","true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R254508","analysis","true","false","true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R281172","analysis",,,"true","false","false","true","true",,,,,,
"http://orkg.org/orkg/resource/R194954","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R113204","analysis",,,"true","false","false","true","false",,,,,,
"http://orkg.org/orkg/resource/R196033","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R199028","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R211327","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R211452","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R220881","analysis",,,"false","true","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R221176","analysis",,,"true","false","false","false","false",,,,,,
"http://orkg.org/orkg/resource/R159690","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R254495","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R276009","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R276024","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R279126","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R279141","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280329","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280347","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280375","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280412","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280481","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280747","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280798","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R280818","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R281166","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R281210","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R283069","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R283098","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R283106","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R192398","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R193035","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R193108","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R193357","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R193418","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R193441","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R194237","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R194474","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195129","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195179","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195218","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195551","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R112434","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195587","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195597","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195679","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195728","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195749","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195767","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195866","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R195982","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R196009","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R196046","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198673","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198681","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198689","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198706","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198795","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R111988","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198833","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198856","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R74547","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R198917","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R199014","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R199023","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R199113","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R199158","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R199162","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R200042","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R200049","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R200098","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R200119","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211106","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211121","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211294","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211351","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211370","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211380","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211428","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211459","analysis","false","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211494","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R211502","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220314","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220343","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220354","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220371","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220611","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220643","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220810","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220838","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220845","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R220858","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R221137","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R221163","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R222366","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R225574","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R225589","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R227501","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R227551","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R228262","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R229340","analysis","true","true",,,,,,,,,,,
"http://orkg.org/orkg/resource/R264011","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R265006","analysis","true","false",,,,,,,,,,,
"http://orkg.org/orkg/resource/R279079","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R280486","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R280511","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R281188","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R221147","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R265019","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R254521","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R276015","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R276031","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R276051","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R279109","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R279151","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R280308","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R280335","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R283077","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R283080","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R283095","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193022","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193070","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193330","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193371","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193406","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193898","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193467","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193481","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193490","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193818","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193849","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193866","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193920","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193925","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R193929","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194054","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194084","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194093","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194114","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194125","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194139","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194253","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194281","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194317","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194345","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194360","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194373","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194401","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194414","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194428","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194431","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194445","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194607","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194610","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194641","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194686","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194698","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194884","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194895","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194932","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R194974","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R113160","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195005","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195023","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195113","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R76818","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195144","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195153","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195224","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R76792","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R108199","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195495","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195519","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R113067","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195578","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195713","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195789","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195857","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195986","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R195998","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R196014","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R196021","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R196065","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R196070","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R197609","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198663","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198724","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198877","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R78432","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198944","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198972","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R198994","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R78392","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211096","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211177","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211188","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211283","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211336","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211404","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211411","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211438","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R211485","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R220364","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R220798","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R220831","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R220898","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R221187","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R221838","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R227482","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R256580","analysis",,,,,,,,,,,,,
"http://orkg.org/orkg/resource/R265028","analysis",,,,,,,,,,,,,
