"paper","dc_label"
"http://orkg.org/orkg/resource/R194317","experiment"
"http://orkg.org/orkg/resource/R194345","study"
"http://orkg.org/orkg/resource/R194360","experiment"
"http://orkg.org/orkg/resource/R194373","experiment"
"http://orkg.org/orkg/resource/R194401","experiment"
"http://orkg.org/orkg/resource/R194414","experiment"
"http://orkg.org/orkg/resource/R194431","survey"
"http://orkg.org/orkg/resource/R194445","experiment"
"http://orkg.org/orkg/resource/R194458","experiment"
"http://orkg.org/orkg/resource/R194474","interview"
"http://orkg.org/orkg/resource/R194610","experiment"
"http://orkg.org/orkg/resource/R193925","experiment"
"http://orkg.org/orkg/resource/R194641","secondary research"
"http://orkg.org/orkg/resource/R194686","interview"
"http://orkg.org/orkg/resource/R194698","interview"
"http://orkg.org/orkg/resource/R194125","interview"
"http://orkg.org/orkg/resource/R194607","secondary research"
"http://orkg.org/orkg/resource/R194895","case study"
"http://orkg.org/orkg/resource/R194922","experiment"
"http://orkg.org/orkg/resource/R194932","experiment"
"http://orkg.org/orkg/resource/R194954","interview"
"http://orkg.org/orkg/resource/R194954","survey"
"http://orkg.org/orkg/resource/R195005","secondary research"
"http://orkg.org/orkg/resource/R195023","secondary research"
"http://orkg.org/orkg/resource/R195113","case study"
"http://orkg.org/orkg/resource/R76818","experiment"
"http://orkg.org/orkg/resource/R195144","interview"
"http://orkg.org/orkg/resource/R195153","survey"
"http://orkg.org/orkg/resource/R195153","interview"
"http://orkg.org/orkg/resource/R195153","study"
"http://orkg.org/orkg/resource/R195153","study"
"http://orkg.org/orkg/resource/R195182","experiment"
"http://orkg.org/orkg/resource/R195201","survey"
"http://orkg.org/orkg/resource/R195224","interview"
"http://orkg.org/orkg/resource/R76792","secondary research"
"http://orkg.org/orkg/resource/R108199","secondary research"
"http://orkg.org/orkg/resource/R113008","study"
"http://orkg.org/orkg/resource/R195519","interview"
"http://orkg.org/orkg/resource/R113067","secondary research"
"http://orkg.org/orkg/resource/R195551","interview"
"http://orkg.org/orkg/resource/R195551","survey"
"http://orkg.org/orkg/resource/R195578","interview"
"http://orkg.org/orkg/resource/R195587","survey"
"http://orkg.org/orkg/resource/R195597","secondary research"
"http://orkg.org/orkg/resource/R195664","secondary research"
"http://orkg.org/orkg/resource/R195669","study"
"http://orkg.org/orkg/resource/R195692","experiment"
"http://orkg.org/orkg/resource/R195713","experiment"
"http://orkg.org/orkg/resource/R195728","secondary research"
"http://orkg.org/orkg/resource/R195728","survey"
"http://orkg.org/orkg/resource/R195743","secondary research"
"http://orkg.org/orkg/resource/R195749","case study"
"http://orkg.org/orkg/resource/R195789","experiment"
"http://orkg.org/orkg/resource/R195806","interview"
"http://orkg.org/orkg/resource/R195857","survey"
"http://orkg.org/orkg/resource/R195866","survey"
"http://orkg.org/orkg/resource/R195679","survey"
"http://orkg.org/orkg/resource/R195849","study"
"http://orkg.org/orkg/resource/R195986","experiment"
"http://orkg.org/orkg/resource/R195998","experiment"
"http://orkg.org/orkg/resource/R195998","case study"
"http://orkg.org/orkg/resource/R196009","case study"
"http://orkg.org/orkg/resource/R196021","survey"
"http://orkg.org/orkg/resource/R196021","experiment"
"http://orkg.org/orkg/resource/R196033","experiment"
"http://orkg.org/orkg/resource/R196046","case study"
"http://orkg.org/orkg/resource/R196046","survey"
"http://orkg.org/orkg/resource/R196070","interview"
"http://orkg.org/orkg/resource/R195124","survey"
"http://orkg.org/orkg/resource/R195129","survey"
"http://orkg.org/orkg/resource/R112434","secondary research"
"http://orkg.org/orkg/resource/R194974","case study"
"http://orkg.org/orkg/resource/R193920","secondary research"
"http://orkg.org/orkg/resource/R197609","interview"
"http://orkg.org/orkg/resource/R197609","study"
"http://orkg.org/orkg/resource/R198663","secondary research"
"http://orkg.org/orkg/resource/R198673","experiment"
"http://orkg.org/orkg/resource/R198689","study"
"http://orkg.org/orkg/resource/R198689","interview"
"http://orkg.org/orkg/resource/R198689","survey"
"http://orkg.org/orkg/resource/R198706","case study"
"http://orkg.org/orkg/resource/R198724","interview"
"http://orkg.org/orkg/resource/R198797","interview"
"http://orkg.org/orkg/resource/R111988","secondary research"
"http://orkg.org/orkg/resource/R111988","experiment"
"http://orkg.org/orkg/resource/R198833","secondary research"
"http://orkg.org/orkg/resource/R198856","interview"
"http://orkg.org/orkg/resource/R198877","interview"
"http://orkg.org/orkg/resource/R74547","experiment"
"http://orkg.org/orkg/resource/R198917","experiment"
"http://orkg.org/orkg/resource/R78432","experiment"
"http://orkg.org/orkg/resource/R198944","survey"
"http://orkg.org/orkg/resource/R198964","case study"
"http://orkg.org/orkg/resource/R198972","case study"
"http://orkg.org/orkg/resource/R198979","experiment"
"http://orkg.org/orkg/resource/R198994","interview"
"http://orkg.org/orkg/resource/R199005","experiment"
"http://orkg.org/orkg/resource/R199014","secondary research"
"http://orkg.org/orkg/resource/R199028","experiment"
"http://orkg.org/orkg/resource/R199039","case study"
"http://orkg.org/orkg/resource/R199113","experiment"
"http://orkg.org/orkg/resource/R199123","study"
"http://orkg.org/orkg/resource/R199149","interview"
"http://orkg.org/orkg/resource/R78392","experiment"
"http://orkg.org/orkg/resource/R200049","survey"
"http://orkg.org/orkg/resource/R200098","case study"
"http://orkg.org/orkg/resource/R200106","survey"
"http://orkg.org/orkg/resource/R200119","experiment"
"http://orkg.org/orkg/resource/R194428","secondary research"
"http://orkg.org/orkg/resource/R113160","secondary research"
"http://orkg.org/orkg/resource/R113204","experiment"
"http://orkg.org/orkg/resource/R195179","study"
"http://orkg.org/orkg/resource/R195495","secondary research"
"http://orkg.org/orkg/resource/R196014","study"
"http://orkg.org/orkg/resource/R198681","survey"
"http://orkg.org/orkg/resource/R198795","study"
"http://orkg.org/orkg/resource/R198808","experiment"
"http://orkg.org/orkg/resource/R199023","interview"
"http://orkg.org/orkg/resource/R199136","secondary research"
"http://orkg.org/orkg/resource/R199158","study"
"http://orkg.org/orkg/resource/R199158","experiment"
"http://orkg.org/orkg/resource/R199162","study"
"http://orkg.org/orkg/resource/R200045","case study"
"http://orkg.org/orkg/resource/R200061","case study"
"http://orkg.org/orkg/resource/R200042","case study"
"http://orkg.org/orkg/resource/R78392","secondary research"
"http://orkg.org/orkg/resource/R194954","experiment"
"http://orkg.org/orkg/resource/R211096","interview"
"http://orkg.org/orkg/resource/R211106","interview"
"http://orkg.org/orkg/resource/R211106","study"
"http://orkg.org/orkg/resource/R211121","interview"
"http://orkg.org/orkg/resource/R211121","survey"
"http://orkg.org/orkg/resource/R211121","interview"
"http://orkg.org/orkg/resource/R211145","case study"
"http://orkg.org/orkg/resource/R211154","case study"
"http://orkg.org/orkg/resource/R211188","case study"
"http://orkg.org/orkg/resource/R211198","case study"
"http://orkg.org/orkg/resource/R211283","case study"
"http://orkg.org/orkg/resource/R211294","experiment"
"http://orkg.org/orkg/resource/R211302","experiment"
"http://orkg.org/orkg/resource/R211302","survey"
"http://orkg.org/orkg/resource/R211327","study"
"http://orkg.org/orkg/resource/R211336","experiment"
"http://orkg.org/orkg/resource/R211351","secondary research"
"http://orkg.org/orkg/resource/R211361","experiment"
"http://orkg.org/orkg/resource/R211370","study"
"http://orkg.org/orkg/resource/R211370","interview"
"http://orkg.org/orkg/resource/R211380","study"
"http://orkg.org/orkg/resource/R211394","interview"
"http://orkg.org/orkg/resource/R211404","case study"
"http://orkg.org/orkg/resource/R211411","study"
"http://orkg.org/orkg/resource/R211411","interview"
"http://orkg.org/orkg/resource/R211428","secondary research"
"http://orkg.org/orkg/resource/R211438","experiment"
"http://orkg.org/orkg/resource/R211438","experiment"
"http://orkg.org/orkg/resource/R211438","experiment"
"http://orkg.org/orkg/resource/R211452","case study"
"http://orkg.org/orkg/resource/R211459","experiment"
"http://orkg.org/orkg/resource/R211467","experiment"
"http://orkg.org/orkg/resource/R211474","survey"
"http://orkg.org/orkg/resource/R211485","interview"
"http://orkg.org/orkg/resource/R211485","study"
"http://orkg.org/orkg/resource/R211494","case study"
"http://orkg.org/orkg/resource/R211502","survey"
"http://orkg.org/orkg/resource/R195153","study"
"http://orkg.org/orkg/resource/R220303","secondary research"
"http://orkg.org/orkg/resource/R220314","case study"
"http://orkg.org/orkg/resource/R220323","survey"
"http://orkg.org/orkg/resource/R220343","experiment"
"http://orkg.org/orkg/resource/R220354","experiment"
"http://orkg.org/orkg/resource/R220364","experiment"
"http://orkg.org/orkg/resource/R220371","case study"
"http://orkg.org/orkg/resource/R220378","case study"
"http://orkg.org/orkg/resource/R220383","case study"
"http://orkg.org/orkg/resource/R220390","interview"
"http://orkg.org/orkg/resource/R220538","experiment"
"http://orkg.org/orkg/resource/R220538","experiment"
"http://orkg.org/orkg/resource/R220538","experiment"
"http://orkg.org/orkg/resource/R220538","experiment"
"http://orkg.org/orkg/resource/R220583","secondary research"
"http://orkg.org/orkg/resource/R220605","case study"
"http://orkg.org/orkg/resource/R220611","case study"
"http://orkg.org/orkg/resource/R220618","experiment"
"http://orkg.org/orkg/resource/R220624","case study"
"http://orkg.org/orkg/resource/R220629","experiment"
"http://orkg.org/orkg/resource/R220633","secondary research"
"http://orkg.org/orkg/resource/R220633","experiment"
"http://orkg.org/orkg/resource/R220643","interview"
"http://orkg.org/orkg/resource/R220798","interview"
"http://orkg.org/orkg/resource/R220798","study"
"http://orkg.org/orkg/resource/R220810","secondary research"
"http://orkg.org/orkg/resource/R220831","experiment"
"http://orkg.org/orkg/resource/R220838","case study"
"http://orkg.org/orkg/resource/R220845","experiment"
"http://orkg.org/orkg/resource/R220845","survey"
"http://orkg.org/orkg/resource/R220858","interview"
"http://orkg.org/orkg/resource/R220874","case study"
"http://orkg.org/orkg/resource/R220881","experiment"
"http://orkg.org/orkg/resource/R220892","study"
"http://orkg.org/orkg/resource/R220898","experiment"
"http://orkg.org/orkg/resource/R221137","case study"
"http://orkg.org/orkg/resource/R221147","case study"
"http://orkg.org/orkg/resource/R221156","experiment"
"http://orkg.org/orkg/resource/R221163","experiment"
"http://orkg.org/orkg/resource/R221169","case study"
"http://orkg.org/orkg/resource/R221176","experiment"
"http://orkg.org/orkg/resource/R221183","case study"
"http://orkg.org/orkg/resource/R221187","case study"
"http://orkg.org/orkg/resource/R221801","survey"
"http://orkg.org/orkg/resource/R221801","survey"
"http://orkg.org/orkg/resource/R221801","survey"
"http://orkg.org/orkg/resource/R221821","experiment"
"http://orkg.org/orkg/resource/R221838","experiment"
"http://orkg.org/orkg/resource/R222366","study"
"http://orkg.org/orkg/resource/R222375","experiment"
"http://orkg.org/orkg/resource/R225574","case study"
"http://orkg.org/orkg/resource/R225580","case study"
"http://orkg.org/orkg/resource/R225589","case study"
"http://orkg.org/orkg/resource/R227465","experiment"
"http://orkg.org/orkg/resource/R227482","interview"
"http://orkg.org/orkg/resource/R227501","study"
"http://orkg.org/orkg/resource/R227514","secondary research"
"http://orkg.org/orkg/resource/R227514","experiment"
"http://orkg.org/orkg/resource/R227533","experiment"
"http://orkg.org/orkg/resource/R227551","survey"
"http://orkg.org/orkg/resource/R227551","experiment"
"http://orkg.org/orkg/resource/R228189","survey"
"http://orkg.org/orkg/resource/R228211","experiment"
"http://orkg.org/orkg/resource/R228229","secondary research"
"http://orkg.org/orkg/resource/R228262","secondary research"
"http://orkg.org/orkg/resource/R229273","secondary research"
"http://orkg.org/orkg/resource/R229273","case study"
"http://orkg.org/orkg/resource/R229316","secondary research"
"http://orkg.org/orkg/resource/R229316","experiment"
"http://orkg.org/orkg/resource/R229340","secondary research"
"http://orkg.org/orkg/resource/R229340","interview"
"http://orkg.org/orkg/resource/R229375","secondary research"
"http://orkg.org/orkg/resource/R254495","interview"
"http://orkg.org/orkg/resource/R254495","survey"
"http://orkg.org/orkg/resource/R254508","interview"
"http://orkg.org/orkg/resource/R254508","study"
"http://orkg.org/orkg/resource/R254521","study"
"http://orkg.org/orkg/resource/R254521","action research"
"http://orkg.org/orkg/resource/R256580","interview"
"http://orkg.org/orkg/resource/R263000","experiment"
"http://orkg.org/orkg/resource/R264011","case study"
"http://orkg.org/orkg/resource/R265006","experiment"
"http://orkg.org/orkg/resource/R265019","experiment"
"http://orkg.org/orkg/resource/R194884","experiment"
