"paper","year","contribution","dc_label","da_label"
"http://orkg.org/orkg/resource/R194401","2019","http://orkg.org/orkg/resource/R194403","experiment","analysis"
"http://orkg.org/orkg/resource/R194414","2019","http://orkg.org/orkg/resource/R194416","experiment","analysis"
"http://orkg.org/orkg/resource/R194431","2019","http://orkg.org/orkg/resource/R194432","survey","analysis"
"http://orkg.org/orkg/resource/R194445","2019","http://orkg.org/orkg/resource/R194446","experiment","analysis"
"http://orkg.org/orkg/resource/R194458","2019","http://orkg.org/orkg/resource/R194459","experiment","analysis"
"http://orkg.org/orkg/resource/R194474","2019","http://orkg.org/orkg/resource/R194475","interview","analysis"
"http://orkg.org/orkg/resource/R193336","2021","http://orkg.org/orkg/resource/R193337","secondary research","analysis"
"http://orkg.org/orkg/resource/R194610","2019","http://orkg.org/orkg/resource/R194611","experiment","analysis"
"http://orkg.org/orkg/resource/R193925","2020","http://orkg.org/orkg/resource/R193926","experiment","analysis"
"http://orkg.org/orkg/resource/R194641","2020","http://orkg.org/orkg/resource/R194642","secondary research","analysis"
"http://orkg.org/orkg/resource/R194686","2018","http://orkg.org/orkg/resource/R194688","interview","analysis"
"http://orkg.org/orkg/resource/R194698","2018","http://orkg.org/orkg/resource/R194700","interview","analysis"
"http://orkg.org/orkg/resource/R194125","2020","http://orkg.org/orkg/resource/R194126","interview","analysis"
"http://orkg.org/orkg/resource/R194607","2019","http://orkg.org/orkg/resource/R194608","secondary research","analysis"
"http://orkg.org/orkg/resource/R194895","2019","http://orkg.org/orkg/resource/R194897","case study","analysis"
"http://orkg.org/orkg/resource/R194922","2018","http://orkg.org/orkg/resource/R194924","experiment","analysis"
"http://orkg.org/orkg/resource/R194932","2018","http://orkg.org/orkg/resource/R194934","experiment","analysis"
"http://orkg.org/orkg/resource/R194954","2018","http://orkg.org/orkg/resource/R194956","interview","analysis"
"http://orkg.org/orkg/resource/R194954","2018","http://orkg.org/orkg/resource/R194956","survey","analysis"
"http://orkg.org/orkg/resource/R195005","2018","http://orkg.org/orkg/resource/R195010","secondary research","analysis"
"http://orkg.org/orkg/resource/R195023","2018","http://orkg.org/orkg/resource/R195024","secondary research","analysis"
"http://orkg.org/orkg/resource/R195113","2018","http://orkg.org/orkg/resource/R195114","case study","analysis"
"http://orkg.org/orkg/resource/R76818","2018","http://orkg.org/orkg/resource/R195137","experiment","analysis"
"http://orkg.org/orkg/resource/R195144","2018","http://orkg.org/orkg/resource/R195145","interview","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","survey","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","interview","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","study","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","study","analysis"
"http://orkg.org/orkg/resource/R195182","2018","http://orkg.org/orkg/resource/R195183","experiment","analysis"
"http://orkg.org/orkg/resource/R195201","2018","http://orkg.org/orkg/resource/R195202","survey","analysis"
"http://orkg.org/orkg/resource/R195224","2018","http://orkg.org/orkg/resource/R195225","interview","analysis"
"http://orkg.org/orkg/resource/R76792","2017","http://orkg.org/orkg/resource/R195470","secondary research","analysis"
"http://orkg.org/orkg/resource/R108199","2017","http://orkg.org/orkg/resource/R195486","secondary research","analysis"
"http://orkg.org/orkg/resource/R113008","2017","http://orkg.org/orkg/resource/R195498","study","analysis"
"http://orkg.org/orkg/resource/R195519","2017","http://orkg.org/orkg/resource/R195521","interview","analysis"
"http://orkg.org/orkg/resource/R113067","2017","http://orkg.org/orkg/resource/R195534","secondary research","analysis"
"http://orkg.org/orkg/resource/R195551","2017","http://orkg.org/orkg/resource/R195553","interview","analysis"
"http://orkg.org/orkg/resource/R195551","2017","http://orkg.org/orkg/resource/R195553","survey","analysis"
"http://orkg.org/orkg/resource/R195578","2017","http://orkg.org/orkg/resource/R195580","interview","analysis"
"http://orkg.org/orkg/resource/R195587","2017","http://orkg.org/orkg/resource/R195588","survey","analysis"
"http://orkg.org/orkg/resource/R195597","2017","http://orkg.org/orkg/resource/R195598","secondary research","analysis"
"http://orkg.org/orkg/resource/R195664","2017","http://orkg.org/orkg/resource/R195665","secondary research","no analysis"
"http://orkg.org/orkg/resource/R195669","2017","http://orkg.org/orkg/resource/R195671","study","no analysis"
"http://orkg.org/orkg/resource/R195692","2017","http://orkg.org/orkg/resource/R195693","experiment","no analysis"
"http://orkg.org/orkg/resource/R195713","2017","http://orkg.org/orkg/resource/R195714","experiment","analysis"
"http://orkg.org/orkg/resource/R195728","2017","http://orkg.org/orkg/resource/R195729","secondary research","analysis"
"http://orkg.org/orkg/resource/R195728","2017","http://orkg.org/orkg/resource/R195729","survey","analysis"
"http://orkg.org/orkg/resource/R195743","2017","http://orkg.org/orkg/resource/R195744","secondary research","no analysis"
"http://orkg.org/orkg/resource/R195749","2017","http://orkg.org/orkg/resource/R195750","case study","analysis"
"http://orkg.org/orkg/resource/R195789","2017","http://orkg.org/orkg/resource/R195790","experiment","analysis"
"http://orkg.org/orkg/resource/R195806","2017","http://orkg.org/orkg/resource/R195807","interview","no analysis"
"http://orkg.org/orkg/resource/R195857","2017","http://orkg.org/orkg/resource/R195858","survey","analysis"
"http://orkg.org/orkg/resource/R195866","2017","http://orkg.org/orkg/resource/R195867","survey","analysis"
"http://orkg.org/orkg/resource/R195679","2017","http://orkg.org/orkg/resource/R195680","survey","analysis"
"http://orkg.org/orkg/resource/R195849","2017","http://orkg.org/orkg/resource/R195850","study","analysis"
"http://orkg.org/orkg/resource/R195986","2017","http://orkg.org/orkg/resource/R195987","experiment","analysis"
"http://orkg.org/orkg/resource/R195998","2017","http://orkg.org/orkg/resource/R195999","experiment","analysis"
"http://orkg.org/orkg/resource/R195998","2017","http://orkg.org/orkg/resource/R195999","case study","analysis"
"http://orkg.org/orkg/resource/R196009","2017","http://orkg.org/orkg/resource/R196010","case study","analysis"
"http://orkg.org/orkg/resource/R196021","2017","http://orkg.org/orkg/resource/R196022","survey","analysis"
"http://orkg.org/orkg/resource/R196021","2017","http://orkg.org/orkg/resource/R196022","experiment","analysis"
"http://orkg.org/orkg/resource/R196033","2017","http://orkg.org/orkg/resource/R196034","experiment","analysis"
"http://orkg.org/orkg/resource/R196046","2017","http://orkg.org/orkg/resource/R196047","case study","analysis"
"http://orkg.org/orkg/resource/R196046","2017","http://orkg.org/orkg/resource/R196047","survey","analysis"
"http://orkg.org/orkg/resource/R196070","2017","http://orkg.org/orkg/resource/R196071","interview","analysis"
"http://orkg.org/orkg/resource/R195124","2018","http://orkg.org/orkg/resource/R195125","survey","no analysis"
"http://orkg.org/orkg/resource/R195129","2018","http://orkg.org/orkg/resource/R195130","survey","analysis"
"http://orkg.org/orkg/resource/R112434","2017","http://orkg.org/orkg/resource/R195568","secondary research","analysis"
"http://orkg.org/orkg/resource/R194974","2018","http://orkg.org/orkg/resource/R194976","case study","analysis"
"http://orkg.org/orkg/resource/R193920","2020","http://orkg.org/orkg/resource/R193922","secondary research","analysis"
"http://orkg.org/orkg/resource/R197609","2017","http://orkg.org/orkg/resource/R197610","interview","analysis"
"http://orkg.org/orkg/resource/R197609","2017","http://orkg.org/orkg/resource/R197610","study","analysis"
"http://orkg.org/orkg/resource/R198663","2016","http://orkg.org/orkg/resource/R198665","secondary research","analysis"
"http://orkg.org/orkg/resource/R198673","2016","http://orkg.org/orkg/resource/R198675","experiment","analysis"
"http://orkg.org/orkg/resource/R198689","2016","http://orkg.org/orkg/resource/R198691","study","analysis"
"http://orkg.org/orkg/resource/R198689","2016","http://orkg.org/orkg/resource/R198691","interview","analysis"
"http://orkg.org/orkg/resource/R198689","2016","http://orkg.org/orkg/resource/R198691","survey","analysis"
"http://orkg.org/orkg/resource/R198706","2016","http://orkg.org/orkg/resource/R198708","case study","analysis"
"http://orkg.org/orkg/resource/R198724","2016","http://orkg.org/orkg/resource/R198726","interview","analysis"
"http://orkg.org/orkg/resource/R198797","2016","http://orkg.org/orkg/resource/R198798","interview","analysis"
"http://orkg.org/orkg/resource/R111988","2016","http://orkg.org/orkg/resource/R198817","secondary research","analysis"
"http://orkg.org/orkg/resource/R111988","2016","http://orkg.org/orkg/resource/R198817","experiment","analysis"
"http://orkg.org/orkg/resource/R198833","2016","http://orkg.org/orkg/resource/R198834","secondary research","analysis"
"http://orkg.org/orkg/resource/R198856","2016","http://orkg.org/orkg/resource/R198857","interview","analysis"
"http://orkg.org/orkg/resource/R198877","2016","http://orkg.org/orkg/resource/R198878","interview","analysis"
"http://orkg.org/orkg/resource/R74547","2016","http://orkg.org/orkg/resource/R198908","experiment","analysis"
"http://orkg.org/orkg/resource/R198917","2016","http://orkg.org/orkg/resource/R198918","experiment","analysis"
"http://orkg.org/orkg/resource/R78432","2016","http://orkg.org/orkg/resource/R198935","experiment","analysis"
"http://orkg.org/orkg/resource/R198944","2016","http://orkg.org/orkg/resource/R198945","survey","analysis"
"http://orkg.org/orkg/resource/R198964","2016","http://orkg.org/orkg/resource/R198965","case study","no analysis"
"http://orkg.org/orkg/resource/R198972","2016","http://orkg.org/orkg/resource/R198973","case study","analysis"
"http://orkg.org/orkg/resource/R198979","2016","http://orkg.org/orkg/resource/R198980","experiment","analysis"
"http://orkg.org/orkg/resource/R198994","2016","http://orkg.org/orkg/resource/R198995","interview","analysis"
"http://orkg.org/orkg/resource/R199005","2015","http://orkg.org/orkg/resource/R199007","experiment","no analysis"
"http://orkg.org/orkg/resource/R199014","2015","http://orkg.org/orkg/resource/R199016","secondary research","analysis"
"http://orkg.org/orkg/resource/R199028","2015","http://orkg.org/orkg/resource/R199030","experiment","analysis"
"http://orkg.org/orkg/resource/R199039","2015","http://orkg.org/orkg/resource/R199041","case study","no analysis"
"http://orkg.org/orkg/resource/R199113","2015","http://orkg.org/orkg/resource/R199115","experiment","analysis"
"http://orkg.org/orkg/resource/R199123","2015","http://orkg.org/orkg/resource/R199125","study","analysis"
"http://orkg.org/orkg/resource/R199149","2015","http://orkg.org/orkg/resource/R199151","interview","no analysis"
"http://orkg.org/orkg/resource/R78392","2015","http://orkg.org/orkg/resource/R199165","experiment","analysis"
"http://orkg.org/orkg/resource/R200049","2015","http://orkg.org/orkg/resource/R200050","survey","analysis"
"http://orkg.org/orkg/resource/R200098","2015","http://orkg.org/orkg/resource/R200099","case study","analysis"
"http://orkg.org/orkg/resource/R200106","2015","http://orkg.org/orkg/resource/R200107","survey","analysis"
"http://orkg.org/orkg/resource/R200119","2015","http://orkg.org/orkg/resource/R200120","experiment","analysis"
"http://orkg.org/orkg/resource/R194425","2019","http://orkg.org/orkg/resource/R194427","no collection","no analysis"
"http://orkg.org/orkg/resource/R194870","2019","http://orkg.org/orkg/resource/R194871","no collection","no analysis"
"http://orkg.org/orkg/resource/R194905","2019","http://orkg.org/orkg/resource/R194906","no collection","no analysis"
"http://orkg.org/orkg/resource/R195107","2018","http://orkg.org/orkg/resource/R195108","no collection","no analysis"
"http://orkg.org/orkg/resource/R195173","2018","http://orkg.org/orkg/resource/R195174","no collection","no analysis"
"http://orkg.org/orkg/resource/R195216","2018","http://orkg.org/orkg/resource/R195217","no collection","no analysis"
"http://orkg.org/orkg/resource/R195513","2017","http://orkg.org/orkg/resource/R195515","no collection","no analysis"
"http://orkg.org/orkg/resource/R195995","2017","http://orkg.org/orkg/resource/R195996","no collection","no analysis"
"http://orkg.org/orkg/resource/R196065","2017","http://orkg.org/orkg/resource/R196066","no collection","analysis"
"http://orkg.org/orkg/resource/R198904","2016","http://orkg.org/orkg/resource/R198905","no collection","no analysis"
"http://orkg.org/orkg/resource/R211137","2014","http://orkg.org/orkg/resource/R211139","no collection","no analysis"
"http://orkg.org/orkg/resource/R211177","2014","http://orkg.org/orkg/resource/R211179","no collection","analysis"
"http://orkg.org/orkg/resource/R211279","2014","http://orkg.org/orkg/resource/R211281","no collection","no analysis"
"http://orkg.org/orkg/resource/R220388","2013","http://orkg.org/orkg/resource/R220389","no collection","no analysis"
"http://orkg.org/orkg/resource/R220823","2012","http://orkg.org/orkg/resource/R220825","no collection","no analysis"
"http://orkg.org/orkg/resource/R222372","2012","http://orkg.org/orkg/resource/R222373","no collection","no analysis"
"http://orkg.org/orkg/resource/R228222","2022","http://orkg.org/orkg/resource/R228225","no collection","no analysis"
"http://orkg.org/orkg/resource/R229369","2022","http://orkg.org/orkg/resource/R229370","no collection","no analysis"
"http://orkg.org/orkg/resource/R276005","2011","http://orkg.org/orkg/resource/R276006","no collection","no analysis"
"http://orkg.org/orkg/resource/R276059","2011","http://orkg.org/orkg/resource/R276060","no collection","no analysis"
"http://orkg.org/orkg/resource/R280299","2010","http://orkg.org/orkg/resource/R280301","no collection","no analysis"
"http://orkg.org/orkg/resource/R280303","2010","http://orkg.org/orkg/resource/R280304","no collection","no analysis"
"http://orkg.org/orkg/resource/R280308","2010","http://orkg.org/orkg/resource/R280310","no collection","analysis"
"http://orkg.org/orkg/resource/R280317","2010","http://orkg.org/orkg/resource/R280325","no collection","no analysis"
"http://orkg.org/orkg/resource/R280448","2010","http://orkg.org/orkg/resource/R280449","no collection","no analysis"
"http://orkg.org/orkg/resource/R280526","2010","http://orkg.org/orkg/resource/R280527","no collection","no analysis"
"http://orkg.org/orkg/resource/R280754","2009","http://orkg.org/orkg/resource/R280756","no collection","no analysis"
"http://orkg.org/orkg/resource/R280785","2009","http://orkg.org/orkg/resource/R280787","no collection","no analysis"
"http://orkg.org/orkg/resource/R280789","2009","http://orkg.org/orkg/resource/R280791","no collection","no analysis"
"http://orkg.org/orkg/resource/R281210","2009","http://orkg.org/orkg/resource/R281211","no collection","analysis"
"http://orkg.org/orkg/resource/R194428","2019","http://orkg.org/orkg/resource/R194430","secondary research","analysis"
"http://orkg.org/orkg/resource/R113160","2018","http://orkg.org/orkg/resource/R194980","secondary research","analysis"
"http://orkg.org/orkg/resource/R113204","2018","http://orkg.org/orkg/resource/R195127","experiment","analysis"
"http://orkg.org/orkg/resource/R195179","2018","http://orkg.org/orkg/resource/R195180","study","analysis"
"http://orkg.org/orkg/resource/R195495","2017","http://orkg.org/orkg/resource/R195497","secondary research","analysis"
"http://orkg.org/orkg/resource/R196014","2017","http://orkg.org/orkg/resource/R196015","study","analysis"
"http://orkg.org/orkg/resource/R198681","2016","http://orkg.org/orkg/resource/R198683","survey","analysis"
"http://orkg.org/orkg/resource/R198795","2016","http://orkg.org/orkg/resource/R198796","study","analysis"
"http://orkg.org/orkg/resource/R198808","2016","http://orkg.org/orkg/resource/R198809","experiment","analysis"
"http://orkg.org/orkg/resource/R199023","2015","http://orkg.org/orkg/resource/R199025","interview","analysis"
"http://orkg.org/orkg/resource/R199136","2015","http://orkg.org/orkg/resource/R199138","secondary research","analysis"
"http://orkg.org/orkg/resource/R199158","2015","http://orkg.org/orkg/resource/R199159","study","analysis"
"http://orkg.org/orkg/resource/R199158","2015","http://orkg.org/orkg/resource/R199159","experiment","analysis"
"http://orkg.org/orkg/resource/R199162","2015","http://orkg.org/orkg/resource/R199163","study","analysis"
"http://orkg.org/orkg/resource/R200045","2015","http://orkg.org/orkg/resource/R200046","case study","no analysis"
"http://orkg.org/orkg/resource/R200061","2015","http://orkg.org/orkg/resource/R200062","case study","analysis"
"http://orkg.org/orkg/resource/R200042","2015","http://orkg.org/orkg/resource/R200043","case study","analysis"
"http://orkg.org/orkg/resource/R78392","2015","http://orkg.org/orkg/resource/R199165","secondary research","analysis"
"http://orkg.org/orkg/resource/R194954","2018","http://orkg.org/orkg/resource/R194956","experiment","analysis"
"http://orkg.org/orkg/resource/R211096","2014","http://orkg.org/orkg/resource/R211098","interview","analysis"
"http://orkg.org/orkg/resource/R211106","2014","http://orkg.org/orkg/resource/R211108","interview","analysis"
"http://orkg.org/orkg/resource/R211106","2014","http://orkg.org/orkg/resource/R211108","study","analysis"
"http://orkg.org/orkg/resource/R211121","2014","http://orkg.org/orkg/resource/R211123","interview","analysis"
"http://orkg.org/orkg/resource/R211121","2014","http://orkg.org/orkg/resource/R211123","survey","analysis"
"http://orkg.org/orkg/resource/R211121","2014","http://orkg.org/orkg/resource/R211123","interview","analysis"
"http://orkg.org/orkg/resource/R211145","2014","http://orkg.org/orkg/resource/R211147","case study","no analysis"
"http://orkg.org/orkg/resource/R211154","2014","http://orkg.org/orkg/resource/R211158","case study","no analysis"
"http://orkg.org/orkg/resource/R211188","2014","http://orkg.org/orkg/resource/R211191","case study","analysis"
"http://orkg.org/orkg/resource/R211198","2014","http://orkg.org/orkg/resource/R211200","case study","analysis"
"http://orkg.org/orkg/resource/R211283","2014","http://orkg.org/orkg/resource/R211285","case study","analysis"
"http://orkg.org/orkg/resource/R211294","2014","http://orkg.org/orkg/resource/R211295","experiment","analysis"
"http://orkg.org/orkg/resource/R211302","2014","http://orkg.org/orkg/resource/R211303","experiment","analysis"
"http://orkg.org/orkg/resource/R211302","2014","http://orkg.org/orkg/resource/R211303","survey","analysis"
"http://orkg.org/orkg/resource/R211327","2014","http://orkg.org/orkg/resource/R211328","study","analysis"
"http://orkg.org/orkg/resource/R211336","2014","http://orkg.org/orkg/resource/R211337","experiment","analysis"
"http://orkg.org/orkg/resource/R211351","2014","http://orkg.org/orkg/resource/R211352","secondary research","analysis"
"http://orkg.org/orkg/resource/R211361","2014","http://orkg.org/orkg/resource/R211362","experiment","analysis"
"http://orkg.org/orkg/resource/R211370","2014","http://orkg.org/orkg/resource/R211371","study","analysis"
"http://orkg.org/orkg/resource/R211370","2014","http://orkg.org/orkg/resource/R211371","interview","analysis"
"http://orkg.org/orkg/resource/R211380","2014","http://orkg.org/orkg/resource/R211381","study","analysis"
"http://orkg.org/orkg/resource/R211394","2014","http://orkg.org/orkg/resource/R211395","interview","analysis"
"http://orkg.org/orkg/resource/R211404","2014","http://orkg.org/orkg/resource/R211405","case study","analysis"
"http://orkg.org/orkg/resource/R211411","2014","http://orkg.org/orkg/resource/R211412","study","analysis"
"http://orkg.org/orkg/resource/R211411","2014","http://orkg.org/orkg/resource/R211412","interview","analysis"
"http://orkg.org/orkg/resource/R211428","2014","http://orkg.org/orkg/resource/R211429","secondary research","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211452","2014","http://orkg.org/orkg/resource/R211453","case study","analysis"
"http://orkg.org/orkg/resource/R211459","2014","http://orkg.org/orkg/resource/R211460","experiment","analysis"
"http://orkg.org/orkg/resource/R211467","2014","http://orkg.org/orkg/resource/R211468","experiment","analysis"
"http://orkg.org/orkg/resource/R211474","2014","http://orkg.org/orkg/resource/R211475","survey","analysis"
"http://orkg.org/orkg/resource/R211485","2014","http://orkg.org/orkg/resource/R211486","interview","analysis"
"http://orkg.org/orkg/resource/R211485","2014","http://orkg.org/orkg/resource/R211486","study","analysis"
"http://orkg.org/orkg/resource/R211494","2014","http://orkg.org/orkg/resource/R211495","case study","analysis"
"http://orkg.org/orkg/resource/R211502","2014","http://orkg.org/orkg/resource/R211503","survey","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","study","analysis"
"http://orkg.org/orkg/resource/R220303","2013","http://orkg.org/orkg/resource/R220305","secondary research","analysis"
"http://orkg.org/orkg/resource/R220314","2013","http://orkg.org/orkg/resource/R220316","case study","analysis"
"http://orkg.org/orkg/resource/R220323","2013","http://orkg.org/orkg/resource/R220334","survey","analysis"
"http://orkg.org/orkg/resource/R220343","2013","http://orkg.org/orkg/resource/R220345","experiment","analysis"
"http://orkg.org/orkg/resource/R220354","2013","http://orkg.org/orkg/resource/R220356","experiment","analysis"
"http://orkg.org/orkg/resource/R220364","2013","http://orkg.org/orkg/resource/R220366","experiment","analysis"
"http://orkg.org/orkg/resource/R220371","2013","http://orkg.org/orkg/resource/R220373","case study","analysis"
"http://orkg.org/orkg/resource/R220378","2013","http://orkg.org/orkg/resource/R220380","case study","no analysis"
"http://orkg.org/orkg/resource/R220383","2013","http://orkg.org/orkg/resource/R220385","case study","no analysis"
"http://orkg.org/orkg/resource/R220390","2013","http://orkg.org/orkg/resource/R220391","interview","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220583","2013","http://orkg.org/orkg/resource/R220584","secondary research","analysis"
"http://orkg.org/orkg/resource/R220605","2013","http://orkg.org/orkg/resource/R220606","case study","analysis"
"http://orkg.org/orkg/resource/R220611","2013","http://orkg.org/orkg/resource/R220612","case study","analysis"
"http://orkg.org/orkg/resource/R220618","2013","http://orkg.org/orkg/resource/R220619","experiment","analysis"
"http://orkg.org/orkg/resource/R220624","2013","http://orkg.org/orkg/resource/R220625","case study","no analysis"
"http://orkg.org/orkg/resource/R220629","2013","http://orkg.org/orkg/resource/R220630","experiment","no analysis"
"http://orkg.org/orkg/resource/R220633","2013","http://orkg.org/orkg/resource/R220634","secondary research","analysis"
"http://orkg.org/orkg/resource/R220633","2013","http://orkg.org/orkg/resource/R220634","experiment","analysis"
"http://orkg.org/orkg/resource/R220643","2013","http://orkg.org/orkg/resource/R220644","interview","analysis"
"http://orkg.org/orkg/resource/R220798","2013","http://orkg.org/orkg/resource/R220799","interview","analysis"
"http://orkg.org/orkg/resource/R220798","2013","http://orkg.org/orkg/resource/R220799","study","analysis"
"http://orkg.org/orkg/resource/R220810","2013","http://orkg.org/orkg/resource/R220811","secondary research","analysis"
"http://orkg.org/orkg/resource/R220831","2012","http://orkg.org/orkg/resource/R220833","experiment","analysis"
"http://orkg.org/orkg/resource/R220838","2012","http://orkg.org/orkg/resource/R220840","case study","analysis"
"http://orkg.org/orkg/resource/R220845","2012","http://orkg.org/orkg/resource/R220847","experiment","analysis"
"http://orkg.org/orkg/resource/R220845","2012","http://orkg.org/orkg/resource/R220847","survey","analysis"
"http://orkg.org/orkg/resource/R220858","2012","http://orkg.org/orkg/resource/R220860","interview","analysis"
"http://orkg.org/orkg/resource/R220874","2012","http://orkg.org/orkg/resource/R220876","case study","analysis"
"http://orkg.org/orkg/resource/R220881","2012","http://orkg.org/orkg/resource/R220883","experiment","analysis"
"http://orkg.org/orkg/resource/R220892","2012","http://orkg.org/orkg/resource/R220895","study","no analysis"
"http://orkg.org/orkg/resource/R220898","2012","http://orkg.org/orkg/resource/R220900","experiment","analysis"
"http://orkg.org/orkg/resource/R221137","2012","http://orkg.org/orkg/resource/R221140","case study","analysis"
"http://orkg.org/orkg/resource/R221147","2012","http://orkg.org/orkg/resource/R221150","case study","analysis"
"http://orkg.org/orkg/resource/R221156","2012","http://orkg.org/orkg/resource/R221157","experiment","analysis"
"http://orkg.org/orkg/resource/R221163","2012","http://orkg.org/orkg/resource/R221164","experiment","analysis"
"http://orkg.org/orkg/resource/R221169","2012","http://orkg.org/orkg/resource/R221170","case study","no analysis"
"http://orkg.org/orkg/resource/R221176","2012","http://orkg.org/orkg/resource/R221177","experiment","analysis"
"http://orkg.org/orkg/resource/R221183","2012","http://orkg.org/orkg/resource/R221184","case study","no analysis"
"http://orkg.org/orkg/resource/R221187","2012","http://orkg.org/orkg/resource/R221188","case study","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","survey","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","survey","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","survey","analysis"
"http://orkg.org/orkg/resource/R221821","2012","http://orkg.org/orkg/resource/R221822","experiment","analysis"
"http://orkg.org/orkg/resource/R221838","2012","http://orkg.org/orkg/resource/R221839","experiment","analysis"
"http://orkg.org/orkg/resource/R222366","2012","http://orkg.org/orkg/resource/R222367","study","analysis"
"http://orkg.org/orkg/resource/R222375","2012","http://orkg.org/orkg/resource/R222376","experiment","analysis"
"http://orkg.org/orkg/resource/R225574","2012","http://orkg.org/orkg/resource/R225575","case study","analysis"
"http://orkg.org/orkg/resource/R225580","2012","http://orkg.org/orkg/resource/R225581","case study","analysis"
"http://orkg.org/orkg/resource/R225589","2012","http://orkg.org/orkg/resource/R225590","case study","analysis"
"http://orkg.org/orkg/resource/R227465","2022","http://orkg.org/orkg/resource/R227467","experiment","analysis"
"http://orkg.org/orkg/resource/R227482","2022","http://orkg.org/orkg/resource/R227486","interview","analysis"
"http://orkg.org/orkg/resource/R227501","2022","http://orkg.org/orkg/resource/R227503","study","analysis"
"http://orkg.org/orkg/resource/R227514","2022","http://orkg.org/orkg/resource/R227516","secondary research","analysis"
"http://orkg.org/orkg/resource/R227514","2022","http://orkg.org/orkg/resource/R227516","experiment","analysis"
"http://orkg.org/orkg/resource/R227533","2022","http://orkg.org/orkg/resource/R227535","experiment","analysis"
"http://orkg.org/orkg/resource/R227551","2022","http://orkg.org/orkg/resource/R227553","survey","analysis"
"http://orkg.org/orkg/resource/R227551","2022","http://orkg.org/orkg/resource/R227553","experiment","analysis"
"http://orkg.org/orkg/resource/R228189","2022","http://orkg.org/orkg/resource/R228191","survey","analysis"
"http://orkg.org/orkg/resource/R228211","2022","http://orkg.org/orkg/resource/R228213","experiment","analysis"
