"paper","year","threats_label","external","internal","construct","conclusion","reliability","generalizability","content","descriptive","theoretical","repeatability"
"http://orkg.org/orkg/resource/R195153","2018","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195179","2018","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195218","2018","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R78432","2016","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R199028","2015","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R78392","2015","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211394","2014","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220364","2013","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220538","2013","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220624","2013","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220629","2013","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220881","2012","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R221176","2012","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R222375","2012","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R228229","2022","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R254508","2011","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R265006","2011","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R280481","2010","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R280798","2009","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R283069","2009","internal, external","true","true","false","false","false","false","false",,,
"http://orkg.org/orkg/resource/R287851","2008","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R192445","2021","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193044","2021","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193473","2020","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193798","2021","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193828","2021","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193898","2020","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194084","2020","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194281","2019","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194345","2019","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194445","2019","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194698","2018","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194884","2019","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195124","2018","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195129","2018","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R76792","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195551","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195587","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195679","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R195728","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R196021","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R196070","2017","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R198681","2016","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R111988","2016","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R198856","2016","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R198964","2016","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R198972","2016","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R199136","2015","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R200049","2015","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R200098","2015","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211188","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211302","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211327","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211411","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211459","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211474","2014","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220303","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220314","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220343","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220611","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220633","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R220798","2013","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R221137","2012","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R225580","2012","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R227514","2022","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R227533","2022","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R228262","2022","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R280486","2010","internal, external, construct","true","true","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R193330","2021","construct, external","true","false","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R194932","2018","construct, external","true","false","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R199113","2015","construct, external","true","false","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R227551","2022","construct, external","true","false","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R249030","2011","construct, external","true","false","true","false","false","false","false",,,
"http://orkg.org/orkg/resource/R211336","2014","internal, external, content","true","true","false","false","false","false","true",,,
"http://orkg.org/orkg/resource/R113160","2018","construct, external, conclusion","true","false","true","true","false","false","false",,,
"http://orkg.org/orkg/resource/R225589","2012","construct, external, conclusion","true","false","true","true","false","false","false",,,
"http://orkg.org/orkg/resource/R198706","2016","internal, generalizability","false","true","false","false","false","true",,,,
"http://orkg.org/orkg/resource/R220354","2013","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R211198","2014","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R288494","2007","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R276031","2011","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R220323","2013","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R220858","2012","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R287812","2008","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R198808","2016","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R556363","2006","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R280511","2010","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R221147","2012","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R220898","2012","construct, reliability, internal, external","true","true","true","false","true","false",,,,
"http://orkg.org/orkg/resource/R198917","2016","generalizability","false","false","false","false","false","true",,,,
"http://orkg.org/orkg/resource/R193490","2020","generalizability","false","false","false","false","false","true",,,,
"http://orkg.org/orkg/resource/R193467","2020","external, construct, reliability","true","false","true","false","true",,,,,
"http://orkg.org/orkg/resource/R220874","2012","external, construct, reliability","true","false","true","false","true",,,,,
"http://orkg.org/orkg/resource/R279126","2010","external, construct, reliability","true","false","true","false","true",,,,,
"http://orkg.org/orkg/resource/R279141","2010","external, construct, reliability","true","false","true","false","true",,,,,
"http://orkg.org/orkg/resource/R193441","2020","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R194373","2019","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R194474","2019","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R194686","2018","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R194954","2018","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R285771","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R285805","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R285813","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R287836","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R287873","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288783","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288794","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288798","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288801","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288808","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R369142","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R369238","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R369602","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R369685","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R369715","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R193818","2021","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R193925","2020","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R194870","2019","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R194875","2019","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R194895","2019","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195023","2018","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195107","2018","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195173","2018","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195216","2018","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195513","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195519","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195664","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195669","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195743","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195767","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195995","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R196065","2017","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R198673","2016","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R198724","2016","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R198795","2016","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R199023","2015","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R199162","2015","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288432","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288440","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288443","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288450","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288453","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288460","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288476","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288482","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288507","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288513","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R288766","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578004","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578008","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578016","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578027","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578035","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R578043","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211121","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211137","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211145","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211177","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211279","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211294","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211361","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211404","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211428","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211494","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211502","2014","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220371","2013","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220378","2013","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220388","2013","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220618","2013","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220810","2013","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220823","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220838","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R220892","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221156","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221163","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221169","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221183","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221187","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221801","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R221838","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R222366","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R222372","2012","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R229316","2022","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R229369","2022","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R249016","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R249021","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R265028","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276000","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276005","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276009","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276020","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276051","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R276059","2011","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R279133","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R279136","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R279151","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R279158","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280299","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280303","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280317","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280329","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280448","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280521","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280526","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280529","2010","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280754","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280758","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280785","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280789","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R280793","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R281162","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R281166","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R281210","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R281215","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283066","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283077","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283080","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283089","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283092","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283095","2009","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R283098","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R285776","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R285808","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R285826","2008","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R554452","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R554460","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R554468","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R554861","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R555217","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R555710","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R556041","2007","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R556637","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R558201","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R558790","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576748","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576757","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576776","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R158044","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576789","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576793","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R576802","2006","non","false","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R113008","2017","internal","false","true","false","false","false",,,,,
"http://orkg.org/orkg/resource/R211370","2014","internal","false","true","false","false","false",,,,,
"http://orkg.org/orkg/resource/R76818","2018","construct","false","false","true","false","false",,,,,
"http://orkg.org/orkg/resource/R195692","2017","construct","false","false","true","false","false",,,,,
"http://orkg.org/orkg/resource/R195749","2017","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R276024","2011","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R280811","2009","construct, internal, external, reliability","true","true","true","false","true",,,,,
