"paper","year","dc_label"
"http://orkg.org/orkg/resource/R199158","2015","study"
"http://orkg.org/orkg/resource/R199162","2015","study"
"http://orkg.org/orkg/resource/R200045","2015","case study"
"http://orkg.org/orkg/resource/R200061","2015","case study"
"http://orkg.org/orkg/resource/R200042","2015","case study"
"http://orkg.org/orkg/resource/R195201","2018","experiment"
"http://orkg.org/orkg/resource/R195201","2018","study"
"http://orkg.org/orkg/resource/R195224","2018","case study"
"http://orkg.org/orkg/resource/R195224","2018","interview"
"http://orkg.org/orkg/resource/R195551","2017","case study"
"http://orkg.org/orkg/resource/R195551","2017","study"
"http://orkg.org/orkg/resource/R195578","2017","study"
"http://orkg.org/orkg/resource/R195578","2017","study"
"http://orkg.org/orkg/resource/R195587","2017","secondary research"
"http://orkg.org/orkg/resource/R195587","2017","study"
"http://orkg.org/orkg/resource/R195669","2017","case study"
"http://orkg.org/orkg/resource/R195679","2017","study"
"http://orkg.org/orkg/resource/R195679","2017","experiment"
"http://orkg.org/orkg/resource/R195749","2017","interview"
"http://orkg.org/orkg/resource/R195789","2017","survey"
"http://orkg.org/orkg/resource/R195806","2017","study"
"http://orkg.org/orkg/resource/R195849","2017","experiment"
"http://orkg.org/orkg/resource/R195849","2017","survey"
"http://orkg.org/orkg/resource/R195857","2017","case study"
"http://orkg.org/orkg/resource/R195866","2017","case study"
"http://orkg.org/orkg/resource/R195998","2017","experiment"
"http://orkg.org/orkg/resource/R196009","2017","action research"
"http://orkg.org/orkg/resource/R196021","2017","study"
"http://orkg.org/orkg/resource/R196033","2017","survey"
"http://orkg.org/orkg/resource/R196065","2017","study"
"http://orkg.org/orkg/resource/R196070","2017","study"
"http://orkg.org/orkg/resource/R196070","2017","secondary research"
"http://orkg.org/orkg/resource/R196070","2017","study"
"http://orkg.org/orkg/resource/R196070","2017","study"
"http://orkg.org/orkg/resource/R196070","2017","study"
"http://orkg.org/orkg/resource/R196070","2017","study"
"http://orkg.org/orkg/resource/R197609","2017","case study"
"http://orkg.org/orkg/resource/R197609","2017","study"
"http://orkg.org/orkg/resource/R197609","2017","study"
"http://orkg.org/orkg/resource/R108199","2017","experiment"
"http://orkg.org/orkg/resource/R113008","2017","survey"
"http://orkg.org/orkg/resource/R287873","2008","experiment"
"http://orkg.org/orkg/resource/R288432","2008","experiment"
"http://orkg.org/orkg/resource/R288443","2008","case study"
"http://orkg.org/orkg/resource/R288453","2008","experiment"
"http://orkg.org/orkg/resource/R288460","2007","secondary research"
"http://orkg.org/orkg/resource/R288476","2007","study"
"http://orkg.org/orkg/resource/R288485","2007","study"
"http://orkg.org/orkg/resource/R288494","2007","case study"
"http://orkg.org/orkg/resource/R288507","2007","study"
"http://orkg.org/orkg/resource/R78432","2016","secondary research"
"http://orkg.org/orkg/resource/R198681","2016","secondary research"
"http://orkg.org/orkg/resource/R198681","2016","survey"
"http://orkg.org/orkg/resource/R198689","2016","study"
"http://orkg.org/orkg/resource/R198877","2016","case study"
"http://orkg.org/orkg/resource/R198877","2016","study"
"http://orkg.org/orkg/resource/R198917","2016","study"
"http://orkg.org/orkg/resource/R198944","2016","study"
"http://orkg.org/orkg/resource/R198964","2016","survey"
"http://orkg.org/orkg/resource/R198964","2016","interview"
"http://orkg.org/orkg/resource/R198972","2016","interview"
"http://orkg.org/orkg/resource/R198994","2016","case study"
"http://orkg.org/orkg/resource/R199005","2015","case study"
"http://orkg.org/orkg/resource/R199005","2015","case study"
"http://orkg.org/orkg/resource/R199149","2015","study"
"http://orkg.org/orkg/resource/R200042","2015","study"
"http://orkg.org/orkg/resource/R200049","2015","study"
"http://orkg.org/orkg/resource/R288513","2007","study"
"http://orkg.org/orkg/resource/R200061","2015","survey"
"http://orkg.org/orkg/resource/R288742","2007","survey"
"http://orkg.org/orkg/resource/R288742","2007","interview"
"http://orkg.org/orkg/resource/R288742","2007","secondary research"
"http://orkg.org/orkg/resource/R288742","2007","case study"
"http://orkg.org/orkg/resource/R288766","2007","case study"
"http://orkg.org/orkg/resource/R211394","2014","study"
"http://orkg.org/orkg/resource/R221801","2012","study"
"http://orkg.org/orkg/resource/R221801","2012","study"
"http://orkg.org/orkg/resource/R221821","2012","study"
"http://orkg.org/orkg/resource/R221821","2012","study"
"http://orkg.org/orkg/resource/R221821","2012","survey"
"http://orkg.org/orkg/resource/R280335","2010","case study"
"http://orkg.org/orkg/resource/R280347","2010","case study"
"http://orkg.org/orkg/resource/R280375","2010","interview"
"http://orkg.org/orkg/resource/R280481","2010","action research"
"http://orkg.org/orkg/resource/R280511","2010","survey"
"http://orkg.org/orkg/resource/R280754","2009","secondary research"
"http://orkg.org/orkg/resource/R280765","2009","survey"
"http://orkg.org/orkg/resource/R280765","2009","survey"
"http://orkg.org/orkg/resource/R281172","2009","interview"
"http://orkg.org/orkg/resource/R281194","2009","survey"
"http://orkg.org/orkg/resource/R281210","2009","secondary research"
"http://orkg.org/orkg/resource/R283080","2009","survey"
"http://orkg.org/orkg/resource/R576802","2006","secondary research"
"http://orkg.org/orkg/resource/R578020","2006","secondary research"
"http://orkg.org/orkg/resource/R578027","2006","case study"
"http://orkg.org/orkg/resource/R578035","2006","case study"
"http://orkg.org/orkg/resource/R287825","2008","survey"
"http://orkg.org/orkg/resource/R578050","2005","study"
"http://orkg.org/orkg/resource/R287863","2008","study"
"http://orkg.org/orkg/resource/R287863","2008","survey"
"http://orkg.org/orkg/resource/R285771","2008","study"
"http://orkg.org/orkg/resource/R285781","2008","study"
"http://orkg.org/orkg/resource/R285790","2008","interview"
"http://orkg.org/orkg/resource/R285790","2008","secondary research"
"http://orkg.org/orkg/resource/R288485","2007","action research"
"http://orkg.org/orkg/resource/R288494","2007","interview"
"http://orkg.org/orkg/resource/R369339","2007","action research"
"http://orkg.org/orkg/resource/R369339","2007","secondary research"
"http://orkg.org/orkg/resource/R369685","2007","interview"
"http://orkg.org/orkg/resource/R369685","2007","survey"
"http://orkg.org/orkg/resource/R554452","2007","case study"
"http://orkg.org/orkg/resource/R558201","2006","experiment"
"http://orkg.org/orkg/resource/R557163","2006","study"
"http://orkg.org/orkg/resource/R557163","2006","study"
"http://orkg.org/orkg/resource/R556637","2006","study"
"http://orkg.org/orkg/resource/R578059","2005","case study"
"http://orkg.org/orkg/resource/R580049","2005","case study"
"http://orkg.org/orkg/resource/R580060","2005","case study"
"http://orkg.org/orkg/resource/R580068","2005","secondary research"
"http://orkg.org/orkg/resource/R580077","2005","survey"
"http://orkg.org/orkg/resource/R580077","2005","interview"
"http://orkg.org/orkg/resource/R580091","2005","study"
"http://orkg.org/orkg/resource/R580100","2005","case study"
"http://orkg.org/orkg/resource/R580108","2005","study"
"http://orkg.org/orkg/resource/R580119","2005","study"
"http://orkg.org/orkg/resource/R580127","2005","study"
"http://orkg.org/orkg/resource/R580133","2005","experiment"
"http://orkg.org/orkg/resource/R580141","2005","study"
"http://orkg.org/orkg/resource/R580149","2005","case study"
"http://orkg.org/orkg/resource/R583153","2005","study"
"http://orkg.org/orkg/resource/R587093","2003","study"
"http://orkg.org/orkg/resource/R586519","2003","interview"
"http://orkg.org/orkg/resource/R78392","2015","secondary research"
"http://orkg.org/orkg/resource/R194954","2018","experiment"
"http://orkg.org/orkg/resource/R211096","2014","interview"
"http://orkg.org/orkg/resource/R211106","2014","interview"
"http://orkg.org/orkg/resource/R211106","2014","study"
"http://orkg.org/orkg/resource/R211121","2014","interview"
"http://orkg.org/orkg/resource/R211121","2014","survey"
"http://orkg.org/orkg/resource/R211121","2014","interview"
"http://orkg.org/orkg/resource/R211145","2014","case study"
"http://orkg.org/orkg/resource/R211154","2014","study"
"http://orkg.org/orkg/resource/R211188","2014","case study"
"http://orkg.org/orkg/resource/R211198","2014","case study"
"http://orkg.org/orkg/resource/R211283","2014","case study"
"http://orkg.org/orkg/resource/R211294","2014","experiment"
"http://orkg.org/orkg/resource/R211302","2014","experiment"
"http://orkg.org/orkg/resource/R211302","2014","survey"
"http://orkg.org/orkg/resource/R211327","2014","study"
"http://orkg.org/orkg/resource/R211336","2014","experiment"
"http://orkg.org/orkg/resource/R211351","2014","secondary research"
"http://orkg.org/orkg/resource/R211361","2014","experiment"
"http://orkg.org/orkg/resource/R211370","2014","study"
"http://orkg.org/orkg/resource/R211370","2014","interview"
"http://orkg.org/orkg/resource/R211380","2014","study"
"http://orkg.org/orkg/resource/R211394","2014","interview"
"http://orkg.org/orkg/resource/R211404","2014","case study"
"http://orkg.org/orkg/resource/R211411","2014","study"
"http://orkg.org/orkg/resource/R211411","2014","interview"
"http://orkg.org/orkg/resource/R211428","2014","secondary research"
"http://orkg.org/orkg/resource/R211438","2014","experiment"
"http://orkg.org/orkg/resource/R211438","2014","experiment"
"http://orkg.org/orkg/resource/R211438","2014","experiment"
"http://orkg.org/orkg/resource/R211452","2014","study"
"http://orkg.org/orkg/resource/R211459","2014","experiment"
"http://orkg.org/orkg/resource/R211467","2014","experiment"
"http://orkg.org/orkg/resource/R211474","2014","survey"
"http://orkg.org/orkg/resource/R211485","2014","interview"
"http://orkg.org/orkg/resource/R211485","2014","study"
"http://orkg.org/orkg/resource/R211494","2014","case study"
"http://orkg.org/orkg/resource/R211502","2014","survey"
"http://orkg.org/orkg/resource/R195153","2018","study"
"http://orkg.org/orkg/resource/R220303","2013","secondary research"
"http://orkg.org/orkg/resource/R220314","2013","case study"
"http://orkg.org/orkg/resource/R220323","2013","survey"
"http://orkg.org/orkg/resource/R220343","2013","experiment"
"http://orkg.org/orkg/resource/R220354","2013","experiment"
"http://orkg.org/orkg/resource/R220364","2013","experiment"
"http://orkg.org/orkg/resource/R220371","2013","case study"
"http://orkg.org/orkg/resource/R220378","2013","case study"
"http://orkg.org/orkg/resource/R220383","2013","case study"
"http://orkg.org/orkg/resource/R220390","2013","interview"
"http://orkg.org/orkg/resource/R220538","2013","experiment"
"http://orkg.org/orkg/resource/R220538","2013","experiment"
"http://orkg.org/orkg/resource/R220538","2013","experiment"
"http://orkg.org/orkg/resource/R220538","2013","experiment"
"http://orkg.org/orkg/resource/R220583","2013","secondary research"
"http://orkg.org/orkg/resource/R220605","2013","case study"
"http://orkg.org/orkg/resource/R220611","2013","case study"
"http://orkg.org/orkg/resource/R220618","2013","experiment"
"http://orkg.org/orkg/resource/R220624","2013","study"
"http://orkg.org/orkg/resource/R220629","2013","experiment"
"http://orkg.org/orkg/resource/R220633","2013","secondary research"
"http://orkg.org/orkg/resource/R220633","2013","experiment"
"http://orkg.org/orkg/resource/R220643","2013","interview"
"http://orkg.org/orkg/resource/R220798","2013","interview"
"http://orkg.org/orkg/resource/R220798","2013","study"
"http://orkg.org/orkg/resource/R220810","2013","secondary research"
"http://orkg.org/orkg/resource/R220831","2012","experiment"
"http://orkg.org/orkg/resource/R220838","2012","case study"
"http://orkg.org/orkg/resource/R220845","2012","experiment"
"http://orkg.org/orkg/resource/R220845","2012","survey"
"http://orkg.org/orkg/resource/R220858","2012","interview"
"http://orkg.org/orkg/resource/R220874","2012","case study"
"http://orkg.org/orkg/resource/R220881","2012","experiment"
"http://orkg.org/orkg/resource/R220898","2012","experiment"
"http://orkg.org/orkg/resource/R221137","2012","case study"
"http://orkg.org/orkg/resource/R221147","2012","case study"
"http://orkg.org/orkg/resource/R221156","2012","experiment"
"http://orkg.org/orkg/resource/R221163","2012","experiment"
"http://orkg.org/orkg/resource/R221169","2012","case study"
"http://orkg.org/orkg/resource/R221176","2012","experiment"
"http://orkg.org/orkg/resource/R221183","2012","case study"
"http://orkg.org/orkg/resource/R221187","2012","case study"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221821","2012","experiment"
"http://orkg.org/orkg/resource/R221838","2012","experiment"
"http://orkg.org/orkg/resource/R222366","2012","case study"
"http://orkg.org/orkg/resource/R222375","2012","experiment"
"http://orkg.org/orkg/resource/R225574","2012","study"
"http://orkg.org/orkg/resource/R225580","2012","case study"
"http://orkg.org/orkg/resource/R225589","2012","case study"
"http://orkg.org/orkg/resource/R227465","2022","experiment"
"http://orkg.org/orkg/resource/R227482","2022","interview"
"http://orkg.org/orkg/resource/R227501","2022","study"
"http://orkg.org/orkg/resource/R227514","2022","secondary research"
"http://orkg.org/orkg/resource/R227514","2022","experiment"
"http://orkg.org/orkg/resource/R227533","2022","experiment"
"http://orkg.org/orkg/resource/R227551","2022","survey"
"http://orkg.org/orkg/resource/R227551","2022","experiment"
"http://orkg.org/orkg/resource/R228189","2022","survey"
"http://orkg.org/orkg/resource/R228211","2022","experiment"
"http://orkg.org/orkg/resource/R228229","2022","secondary research"
"http://orkg.org/orkg/resource/R228262","2022","secondary research"
"http://orkg.org/orkg/resource/R229273","2022","secondary research"
"http://orkg.org/orkg/resource/R229273","2022","case study"
"http://orkg.org/orkg/resource/R229316","2022","secondary research"
"http://orkg.org/orkg/resource/R229316","2022","experiment"
"http://orkg.org/orkg/resource/R229340","2022","secondary research"
"http://orkg.org/orkg/resource/R229340","2022","interview"
"http://orkg.org/orkg/resource/R229375","2022","secondary research"
"http://orkg.org/orkg/resource/R249016","2011","case study"
"http://orkg.org/orkg/resource/R249021","2011","experiment"
"http://orkg.org/orkg/resource/R249030","2011","case study"
"http://orkg.org/orkg/resource/R254495","2011","interview"
"http://orkg.org/orkg/resource/R254495","2011","survey"
"http://orkg.org/orkg/resource/R254508","2011","interview"
"http://orkg.org/orkg/resource/R254508","2011","study"
"http://orkg.org/orkg/resource/R254508","2011","survey"
"http://orkg.org/orkg/resource/R254521","2011","study"
"http://orkg.org/orkg/resource/R254521","2011","action research"
"http://orkg.org/orkg/resource/R256580","2011","interview"
"http://orkg.org/orkg/resource/R263000","2011","case study"
"http://orkg.org/orkg/resource/R264011","2011","case study"
"http://orkg.org/orkg/resource/R265006","2011","experiment"
"http://orkg.org/orkg/resource/R265019","2011","experiment"
"http://orkg.org/orkg/resource/R276000","2011","secondary research"
"http://orkg.org/orkg/resource/R276009","2011","case study"
"http://orkg.org/orkg/resource/R276015","2011","study"
"http://orkg.org/orkg/resource/R276024","2011","case study"
"http://orkg.org/orkg/resource/R276031","2011","case study"
"http://orkg.org/orkg/resource/R276045","2011","experiment"
"http://orkg.org/orkg/resource/R276051","2011","experiment"
"http://orkg.org/orkg/resource/R279079","2010","experiment"
"http://orkg.org/orkg/resource/R279086","2010","experiment"
"http://orkg.org/orkg/resource/R279109","2010","experiment"
"http://orkg.org/orkg/resource/R279116","2010","study"
"http://orkg.org/orkg/resource/R279116","2010","interview"
"http://orkg.org/orkg/resource/R279126","2010","case study"
"http://orkg.org/orkg/resource/R279136","2010","study"
"http://orkg.org/orkg/resource/R279141","2010","interview"
"http://orkg.org/orkg/resource/R279151","2010","interview"
"http://orkg.org/orkg/resource/R159690","2011","survey"
"http://orkg.org/orkg/resource/R280329","2010","study"
"http://orkg.org/orkg/resource/R280335","2010","survey"
"http://orkg.org/orkg/resource/R280335","2010","interview"
"http://orkg.org/orkg/resource/R280347","2010","survey"
"http://orkg.org/orkg/resource/R280375","2010","case study"
"http://orkg.org/orkg/resource/R280412","2010","case study"
"http://orkg.org/orkg/resource/R280486","2010","study"
"http://orkg.org/orkg/resource/R280481","2010","case study"
"http://orkg.org/orkg/resource/R280498","2010","experiment"
"http://orkg.org/orkg/resource/R280498","2010","experiment"
"http://orkg.org/orkg/resource/R280511","2010","experiment"
"http://orkg.org/orkg/resource/R280511","2010","survey"
"http://orkg.org/orkg/resource/R280521","2010","case study"
"http://orkg.org/orkg/resource/R280529","2010","case study"
"http://orkg.org/orkg/resource/R280738","2009","experiment"
"http://orkg.org/orkg/resource/R280747","2009","secondary research"
"http://orkg.org/orkg/resource/R280758","2009","experiment"
"http://orkg.org/orkg/resource/R280765","2009","experiment"
"http://orkg.org/orkg/resource/R280765","2009","experiment"
"http://orkg.org/orkg/resource/R280793","2009","case study"
"http://orkg.org/orkg/resource/R280798","2009","interview"
"http://orkg.org/orkg/resource/R280798","2009","case study"
"http://orkg.org/orkg/resource/R280811","2009","case study"
"http://orkg.org/orkg/resource/R280818","2009","case study"
"http://orkg.org/orkg/resource/R281162","2009","case study"
"http://orkg.org/orkg/resource/R281166","2009","case study"
"http://orkg.org/orkg/resource/R281172","2009","survey"
"http://orkg.org/orkg/resource/R281188","2009","study"
"http://orkg.org/orkg/resource/R281194","2009","experiment"
"http://orkg.org/orkg/resource/R194093","2020","case study"
"http://orkg.org/orkg/resource/R195982","2017","case study"
"http://orkg.org/orkg/resource/R195218","2018","study"
"http://orkg.org/orkg/resource/R195767","2017","study"
"http://orkg.org/orkg/resource/R194884","2019","experiment"
"http://orkg.org/orkg/resource/R220798","2013","case study"
"http://orkg.org/orkg/resource/R211106","2014","study"
"http://orkg.org/orkg/resource/R211106","2014","study"
"http://orkg.org/orkg/resource/R227482","2022","case study"
"http://orkg.org/orkg/resource/R227482","2022","study"
"http://orkg.org/orkg/resource/R228189","2022","experiment"
"http://orkg.org/orkg/resource/R228229","2022","study"
"http://orkg.org/orkg/resource/R229273","2022","experiment"
"http://orkg.org/orkg/resource/R192398","2021","survey"
"http://orkg.org/orkg/resource/R192398","2021","study"
"http://orkg.org/orkg/resource/R283069","2009","case study"
"http://orkg.org/orkg/resource/R283080","2009","experiment"
"http://orkg.org/orkg/resource/R283098","2008","case study"
"http://orkg.org/orkg/resource/R283106","2008","experiment"
"http://orkg.org/orkg/resource/R283077","2009","case study"
"http://orkg.org/orkg/resource/R193022","2021","case study"
"http://orkg.org/orkg/resource/R193035","2021","study"
"http://orkg.org/orkg/resource/R193035","2021","study"
"http://orkg.org/orkg/resource/R193308","2021","interview"
"http://orkg.org/orkg/resource/R193336","2021","study"
"http://orkg.org/orkg/resource/R193818","2021","study"
"http://orkg.org/orkg/resource/R193849","2021","survey"
"http://orkg.org/orkg/resource/R193849","2021","interview"
"http://orkg.org/orkg/resource/R193371","2020","study"
"http://orkg.org/orkg/resource/R193385","2020","survey"
"http://orkg.org/orkg/resource/R193406","2020","case study"
"http://orkg.org/orkg/resource/R193406","2020","study"
